no,year_province_district,province_district,province,district,size_liras,size_dollars,houses,category,year,month,completion,project_name,firm
2,2006_istanbul_uskudar,istanbul_uskudar,istanbul,uskudar,336420,235315.6974,,restorasyon,2006,5,%100,istanbul uskudar Fatih mahkeme binasi restorasyon isi,Vakif ins Rest Ve Tic as
25,2006_izmir_konak,izmir_konak,izmir,konak,9490000,6637970.3,1176,kentsel_donusum,2006,3,%100,izmir konak Uzundere 2 etap (ikmal insaati),can ins san ve Tic as
170,2006_izmir_menemen,izmir_menemen,izmir,menemen,7958000,5566382.26,208,idare_konut,2006,6,%100,izmir menemen asarlik,ihe insaat sanVe TicLtd
299,2006_izmir_menemen,izmir_menemen,izmir,menemen,23449000,16401872.03,544,konut_sosyal_donati,2006,11,%97,izmir menemen asarlik 2etap (544) + sosyal donatisi (ilkogretim_8. cami. sadirvan. ticaret merkezi).,Fetih insmuhmut madLtdsti
163,2006_izmir_Torbali,izmir_Torbali,izmir,Torbali,38600000,26999542,840,idare_konut,2006,5,%100,izmir _ Torbali_yazibasi 1 etap + (ilkogretim24. ticaret merkezi) (400 konut alt gelir),Ve_na insTaahithihrsanVe TicLtdsti
46,2006_kahramanmaras_merkez,kahramanmaras_merkez,kahramanmaras,merkez,15407000,10776734.29,200,konut_sosyal_donati,2006,,%100,kahramanmaras merkez serintepe sosyal dnt ilkogretim16. ticaret merkezi. cami. sadirvan ve bekci kulubesi_ adiyaman kahta sosyal dnt ilkogretim16. ticaret merkezi. cami. sadirvan,ozge insTaahTicsanVe TurLtdsti
156,2006_kayseri_melikgazi,kayseri_melikgazi,kayseri,melikgazi,13083000,9151166.01,476,idare_konut,2006,3,%100,kayseri _ merkez 4 bolge (476 konut alt gelir),eras insTurzsanVe Ticas
157,2006_kayseri_melikgazi,kayseri_melikgazi,kayseri,melikgazi,24145000,16888703.15,656,idare_konut,2006,3,%100,kayseri _ merkez 5 bolge,eryapi san Ve Tickollsti_ necmettin eryilmaz Ve ortagi
84,2006_kirikkale_merkez,kirikkale_merkez,kirikkale,merkez,0,0,392,alt_gelir,2006,10,%99,kirikkale hacibey 48 alt gelir konut. ticaret merkezi. cami. sadirvan. ilkogretim (24). saglik ocagi,eryapi san ve Tic koll sti
85,2006_kirikkale_yahsihan,kirikkale_yahsihan,kirikkale,yahsihan,40500000,28328535,282,alt_gelir,2006,10,%99,kirikkale  yahsihan 2 etap 108 alt gelir konut + (ilkogretim24. cami_sadirvan),eryapi san Ve Tickollsti_ necmettin eryilmaz Ve ortagi
467,2006_kocaeli_golcuk,kocaeli_golcuk,kocaeli,golcuk,15500000,10841785,856,idare_konut,2006,6,%96,kocaeli golcuk 856 adet konut ve adaici.genel altyapi ile cevre duzenleme ikmal insaati isi (358 altgelir),eksiogullari ins end Tic as
58,2006_kocaeli_merkez,kocaeli_merkez,kocaeli,merkez,23400000,16367598,420,konut_sosyal_donati,2006,12,%100,kocaeli merkez bekirpasa akcakoca konut + sosyal donati (ilkogretim24. ticaret merkezi),eksioglu ins san Ve Tic Ltd sti
168,2006_kocaeli_merkez,kocaeli_merkez,kocaeli,merkez,18725000,13097575.75,402,idare_konut,2006,6,%100,kocaeli _ merkez_bekirpasa_Tavsantepe,mustafa eksi ins
31,2006_konya_cumra,konya_cumra,konya,cumra,5403000,3779236.41,144,alt_gelir,2006,5,%100,konya cumra mihmandar mh 1 etap (48 alt gelir),aybu inssanVe TicLtdsti
166,2006_konya_cumra,konya_cumra,konya,cumra,6690000,4679454.3,60,idare_konut,2006,6,%100,konya cumra mihmandar mh 2 etap (60) + ticaret merkezi,Ulu insTurzTekssan Ve dis TicLtdsti
181,2006_konya_doganhisar,konya_doganhisar,konya,doganhisar,0,0,144,idare_konut,2006,11,%100,konya doganhisar (144),ozgunsan yapi prjmimsanTicLtdsti
68,2006_konya_karapinar,konya_karapinar,konya,karapinar,1734444,1213191.545,,altyapi_sosyal,2006,2,%100,konya _ karapinar 24 derslikli ilkogretim okulu,doneks inssanVe disTicas
165,2006_konya_yunak,konya_yunak,konya,yunak,6690000,4679454.3,72,idare_konut,2006,6,%100,konya yunak,Ulu insTurzTekssan Ve dis TicLtdsti
35,2006_kutahya_cavdarhisar,kutahya_cavdarhisar,kutahya,cavdarhisar,15420000,10785827.4,304,alt_gelir,2006,12,%100,kutahya cavdarhisar (96 alt gelir).+ sosyal donati (ticaret merkezi camii). kutahya emet 2etap (208 alt gelir) camii. kutahya hisarcik 2etap (64),akay ins Tic Ltd sti
298,2006_kutahya_gediz,kutahya_gediz,kutahya,gediz,15420000,10785827.4,280,konut_sosyal_donati,2006,5,%98,kutahya gediz 2etap  konut ve sosyal donatisi (32 derslikli ilkogretim. Ticaret merkezi. saglik ocagi. sadirvan) ve kutahya hisarcik toplam 96 konut insaati,akay ins Tic Ltd sti
300,2006_kutahya_merkez,kutahya_merkez,kutahya,merkez,4070700,2847332.529,,konut_sosyal_donati,2006,12,%93,kutahya_merkez sevgi evleri. kres _ Usak merkez engelsiz yasam merkezi. 1 idari bina,kolca insaat Tic Ve san Turz as
69,2006_malatya_battalgazi,malatya_battalgazi,malatya,battalgazi,11378000,7958569.66,,altyapi_sosyal,2006,4,%100,malatya beydagi sosyal donati (lise40. ticaret merkezi. saglik ocagi. kutuphane. cami_sadirvan),goksar inskomur Ve naksanVe Ltdsti
37,2006_manisa_merkez,manisa_merkez,manisa,merkez,20129,14079.63163,544,konut_sosyal_donati,2006,1,%100,manisa merkez 2etap (192 alt gelir) konut ve sosyal donati  (ilkogretim24. 2 ticaret merkezi. kafeterya. cami_sadirvan. tribun),oz er_ka insTurzelkTaahTicVe sanLtdsti
179,2006_mersin_anamur,mersin_anamur,mersin,anamur,35197500,24619595.33,560,idare_konut,2006,11,%100,mersin anamur_oren 1etap (lise_24. cami_sadirvan. ticaret merkezi. saglik ocagi) (280 alt gelir),seha insmuhmad TursanVe Ticas
38,2006_mersin_silifke,mersin_silifke,mersin,silifke,24860000,17388824.2,407,alt_gelir,2006,12,%100,mersin silifke_Tasucu (144 alt gelir) ilkogretim 24. Ticaret merkezi. cami,erkut insyapi endsanTicas
83,2006_nevsehir_hacibektas,nevsehir_hacibektas,nevsehir,hacibektas,12913000,9032256.11,336,alt_gelir,2006,3,%98,nevsehir hacibektas 2 etap  (336 alt gelir) + (ilkogretim 24. ticaret merkezi. kres),barsa ins Tic Ltd sti
469,2006_ordu_merkez,ordu_merkez,ordu,merkez,39339000,27516450.33,742,idare_konut,2006,8,%99,ordu merkez 742 konut + sosyal donati (ilkogretim_16. Ticaret merkezi. kutuphane. saglik ocagi. cami_sadirvan)),Teknotes muh insaat TaahTic Ve san as &amp; caba muh ins mekelksan Tic Ltd sti is ortakligi
52,2006_osmaniye_kadirli,osmaniye_kadirli,osmaniye,kadirli,11093000,7759220.71,160,konut_sosyal_donati,2006,12,%100,osmaniye kadirli 2 etap (Ticaret merkezi. camii),halil avci &amp;#8211; ins muh mut
42,2006_osmaniye_merkez,osmaniye_merkez,osmaniye,merkez,23328000,16317236.16,482,konut_sosyal_donati,2006,6,%100,osmaniye merkez yaveriye 1bolge (ilkogretim_16. ticaret merkezi. cami. sadirvan. kutuphane) ve merkez Fakusagi sosyal donati (ilkogretim_24. saglik ocagi),ozuyar insVe TicLtdsti
22,2006_Rize_guneysu,Rize_guneysu,Rize,guneysu,4300000,3007721,96,afet_konutu,2006,,%100,Rize guneysu _ Rize pazar Ticaret merkezi. cami. sadirvan,oz akkuslar inssan Tic Ltdsti
85,2006_Rize_pazar,Rize_pazar,Rize,pazar,0,0,,altyapi_sosyal,2006,12,%100,Rize pazar kultur merkezi,orma Uluslararasi inssanVe Ticas
43,2006_sakarya_karasu,sakarya_karasu,sakarya,karasu,16206000,11335610.82,304,konut_sosyal_donati,2006,6,%100,sakarya _ karasu 1 bolge (160 alt gelir) + sosyal donati (ilkogretim 24. ticaret merkezi. cami. sadirvan. kutuphane),barsa ins Tic Ltd sti
167,2006_sakarya_merkez,sakarya_merkez,sakarya,merkez,74500000,52110515,1208,idare_konut,2006,6,%100,sakarya adapazari camili 1etap ve 2 etap + (kutuphane. cami. sadirvan ),aas yapi sanVe Tic as &amp; erdinc ins Taah mobilya san Tic Ltd sti is ortakligi
180,2006_samsun_havza,samsun_havza,samsun,havza,0,0,322,idare_konut,2006,11,%100,samsun havza (112)  ticaret merkezi ve camii. gazi (210) . atakentte camii.,sec yapi ins enj Tur Ve Tic Ltd sti
83,2006_samsun_merkez,samsun_merkez,samsun,merkez,59493000,41613568.71,,altyapi_sosyal,2006,11,%100,samsun merkez 400 yatakli hastane,Turkerler insTurmadenjurtTicVe sanas
26,2006_sanliurfa_ceylanpinar,sanliurfa_ceylanpinar,sanliurfa,ceylanpinar,7910000,5532807.7,96,afet_konutu,2006,12,%100,sanliurfa ceylanpinar (afet konuari) ilkogretim16. cami. sadirvan. Ticaret merkezi,uc_as ins Turz Taah proj muh mus Ve Tic Ltd sti
162,2006_sinop_merkez,sinop_merkez,sinop,merkez,11420000,7987947.4,272,idare_konut,2006,5,%100,sinop merkez ilkogretim 16. Ticaret merkezi. cami ve sadirvan,inta muh mim ins san Tic Ltd sti
40,2006_sirnak_cizre,sirnak_cizre,sirnak,cizre,14028426,9812463.134,256,konut_sosyal_donati,2006,4,%100,sirnak cizre(160). silopi(96) + (2 ticaret merkezi. 2 cami_sadirvan),dogcan ins Taah is mak orjyed san Tic Ltd sti
38,2006_Tekirdag_merkez,Tekirdag_merkez,Tekirdag,merkez,27712000,19383712.64,580,konut_sosyal_donati,2006,1,%100,Tekirdag merkez 1 bolge(ilkogretim24. ticaret merkezi. cami. sadirvan) (80 alt gelir),gap metas insgidasanVe TicLtdsti &amp; bucaklar inssanVe Tic Ltdstiis ortakligi
164,2006_Tokat_Turhal,Tokat_Turhal,Tokat,Turhal,18265000,12775819.55,380,idare_konut,2006,5,%100,Tokat Turhal (80 alt gelir),ozensan muhTaahTurhayvsanVe Ticas
45,2006_Trabzon_akcaabat,Trabzon_akcaabat,Trabzon,akcaabat,11850000,8288719.5,192,konut_sosyal_donati,2006,7,%100,Trabzon akcaabat yildizli 4etap (192)+ ticaret merkezi. ilkogretim_24. spor salonu,yapi_Tek ins sanTic as
57,2006_Trabzon_akcaabat,Trabzon_akcaabat,Trabzon,akcaabat,20100000,14059347,390,konut_sosyal_donati,2006,12,%100,Trabzon akcaabat (390 konut) _,orma Uluslararasi inssanVe Ticas
4,2006_Trabzon_merkez,Trabzon_merkez,Trabzon,merkez,1099188,768849.0304,,restorasyon,2006,12,%100,Trabzon comlekci Tescilli iki binanin restorasyonu,Vakif ins Rest Ve Tic as
21,2006_Trabzon_merkez,Trabzon_merkez,Trabzon,merkez,5360000,3749159.2,184,afet_konutu,2006,3,%100,Trabzon merkez comlekci (64). akcaabat kavakli(40). akcaabat(80) (afet konuari),Tas ins
80,2006_Trabzon_merkez,Trabzon_merkez,Trabzon,merkez,3949000,2762207.03,,altyapi_sosyal,2006,10,%100,Trabzon Zagnos Rekreasyon 2 kafeterya. 1 cokamacli birim. amfitiyatro,ittifak ins Teks gida Tur oto elk ic Ve dis Tic san Ltd sti
598,2006_Trabzon_yomra,Trabzon_yomra,Trabzon,yomra,57537777,40245948.88,,altyapi_sosyal,2006,,%99,Trabzon yomra kasustu 400 yatakli hastane,genc insLtdsti
95,2006_Tunceli_merkez,Tunceli_merkez,Tunceli,merkez,7113000,4975330.11,156,afet_konutu,2006,6,%98,Tunceli merkez (100 afet konutu+huzur evi. cami minaresi). Tunceli nazimiye (56 konut),haysel ins san Tic Ltd sti
28,2006_Usak_merkez,Usak_merkez,Usak,merkez,10485000,7333942.95,264,alt_gelir,2006,2,%100,Usak merkez 2 bolge (264 altgelir)+ sosyal donati (ilkogretim32. Ticaret merkezi. saglik ocagi. kafeterya. kutuphane. cami),ozgunsan yapi prjmimsanTicLtdsti
158,2006_Usak_merkez,Usak_merkez,Usak,merkez,18350000,12835274.5,520,idare_konut,2006,3,%100,Usak merkez 3 bolge (168 alt gelir),durmaz insTaahTicLtdsti
7,2006_Van_merkez,Van_merkez,Van,merkez,4963000,3471469.61,78,tarimkoy,2006,2,%100,Van merkez yesilkoy konut + (ilkogretim8. ticaret merkezi. cami) (tarimkoy),ermit muhinssanVe TicLtdsti&amp;acarlar ins TaahnakithihrVe TicLtdstiis ortakligi
34,2006_yalova_merkez,yalova_merkez,yalova,merkez,54642862,38221042.68,1152,alt_gelir,2006,6,%100,yalova merkez_ hacimehmei (144 altgelir),is_ka insTaahmuhTeksambsanve TicLtdsti&amp;durmaz ins TaahTicltdstiis ortakligi
466,2006_yalova_merkez,yalova_merkez,yalova,merkez,6097141,4264767.215,128,idare_konut,2006,5,%99,yalova merkez 128 konut,esha inssanVe TicLtdsti
473,2006_yozgat_yenifakili,yozgat_yenifakili,yozgat,yenifakili,16620000,11625191.4,360,idare_konut,2006,11,%99,yozgat _ yenifakili (96). cayiralan (72). sarikaya (192) + Ticaret merkezi,girisimciler insaat san TicLdtsti
208,2007_adana_karaisali,adana_karaisali,adana,karaisali,3670000,2813267.86,96,idare_konut,2007,5,%100,adana karaisali 2etap 96 konut,erek ins Taah Turz Tic Ve san Ltd sti
29,2007_adana_seyhan,adana_seyhan,adana,seyhan,10763000,8250463.754,224,kentsel_donusum,2007,4,%100,adana seyhan gurselpasa,aybu ins san Ve Tic Ltd sti &amp; sagir ins gida Teks Tur san Ve Tic Ltd sti is ortakligi
49,2007_adana_seyhan,adana_seyhan,adana,seyhan,37779000,28959794.68,860,alt_gelir,2007,5,%100,adana seyhan sarihular (alt gelir),ozuyar insTicLtdsti
99,2007_adana_yuregir,adana_yuregir,adana,yuregir,694990,532750.1444,,altyapi_sosyal,2007,6,%100,adana 112 acil servis binasi,gursel selvi ins
606,2007_adana_yuregir,adana_yuregir,adana,yuregir,11322000,8678969.676,,altyapi_sosyal,2007,4,%28,adana yuregir sosyal donati otel. carsi. bufe. halk egitim merkezi. cami,on_ba insnakTaahithihrsanVe TicLtdsti
482,2007_adiyaman_besni,adiyaman_besni,adiyaman,besni,2950000,2261346.1,168,idare_konut,2007,7,%98,adiyaman besni pinarbasi 3 etap konut + 32 derslikli Lise. spor salonu.cami (ikmal insaati),mese ins Tur gida san Ve paz Ltd sti &amp; akyuz ins Ve malz hafr nak san Ve Tic Ltd sti
97,2007_afyonkarahisar_cay,afyonkarahisar_cay,afyonkarahisar,cay,8896418,6819620.389,176,konut_sosyal_donati,2007,12,%100,afyonkarahisar _ cay konut + ticaret merkezi. cami,Livanel Turzinssan Ve TicLtdsti &amp; Feza ins Tic Turz san Ltd sti is ortakligi
301,2007_afyonkarahisar_emirdag,afyonkarahisar_emirdag,afyonkarahisar,emirdag,12000000,9198696,230,konut_sosyal_donati,2007,1,%91,afyonkarahisar_emirdag. ticaret merkezi. cami,calagan ins Taah Tic Ve Turz Ltd sti
201,2007_afyonkarahisar_merkez,afyonkarahisar_merkez,afyonkarahisar,merkez,20320000,15576458.56,352,idare_konut,2007,3,%100,afyonkarahisar merkez Telsiz mah 2 etap  konut + sosyal donati. anaokulu,arda muh elk ins Tur san Ve Tic Ltd sti
611,2007_afyonkarahisar_merkez,afyonkarahisar_merkez,afyonkarahisar,merkez,59927000,45937521.27,,altyapi_sosyal,2007,7,%98,afyonkarahisar merkez 400 yatakli egitim ve arastirma hastanesi,guryapi Taah ins Tur san Ve Tic Ltd sti &amp; gozde ins san Ve Tic Ltd sti is ortakligi
614,2007_agri_merkez,agri_merkez,agri,merkez,1446000,1108442.868,5,altyapi_sosyal,2007,7,%92,agri merkez sevgi evi,cetinler nak ins ith ihr san Tic Ltd sti
305,2007_aksaray_eskil,aksaray_eskil,aksaray,eskil,14498000,11113557.88,330,konut_sosyal_donati,2007,4,%91,aksaray Zafer mah 3 etap konut _  ortakoy cami ins _ eskil cami ins,kom_yapi hazirbeton prefabrik ins as
198,2007_amasya_merzifon,amasya_merzifon,amasya,merzifon,29265000,22433319.87,512,idare_konut,2007,3,%100,amasya merzifon konut + ilkogretim. cami. Ticaret merkezi,aksa ins Tic Ve Tas as &amp; ahmet canga ins Ve TicLtd sti &amp; ayik ins Tic ith ihr Ve Turz
37,2007_ankara_altindag,ankara_altindag,ankara,altindag,42444000,32535787.75,697,kentsel_donusum,2007,7,%100,ankara kuzey kent girisi protokol yolu 5 etap 697 konut insaati,pilon yapi ins Tur pet mad gida oto Teks ith ihr san Ve Tic Ltd sti &amp; ozoguz inssanve Tickollst is ortakligi
116,2007_ankara_altindag,ankara_altindag,ankara,altindag,47100000,36104881.8,720,kentsel_donusum,2007,2,%99,ankara kuzey kent girisi protokol yolu 1 etap ve ilkogretim 24 insaati,Toprak yapi insTurzpetmadgida otoTeksithihrsanve TicLtdsti&amp;ozoguz inssanve Tickollst
118,2007_ankara_altindag,ankara_altindag,ankara,altindag,47247613,36218035.73,755,kentsel_donusum,2007,4,%99,ankara kuzey kent girisi protokol yolu 2 etap 755 konut (donusum alani)  ve  anaokulu insaati isi,Turkerler insTurmadenjurtTicVe sanas
119,2007_ankara_altindag,ankara_altindag,ankara,altindag,45500000,34878389,690,kentsel_donusum,2007,7,%91,ankara kuzey kent girisi protokol yolu 4 etap 690 konut ile 2 adet Ticaret merkezi. ilkogretim 32 insaati isi,ankara beton  ins Tic Ve san as &amp; hona grup ins san Ve Tic as is ortakligi
120,2007_ankara_altindag,ankara_altindag,ankara,altindag,39435000,30229214.73,574,kentsel_donusum,2007,,%96,ankara kuzey kent girisi 6etap 574 konut ve ticaret merkezi ile  ilkogretim_32 insaati isi,ilerleyen yapi ins Taah gida Tur egt hiz san Tic Ltd sti &amp; inta muh mim ins san Tic Lt
615,2007_ankara_altindag,ankara_altindag,ankara,altindag,21493000,16475631.09,,altyapi_sosyal,2007,7,%97,ankara saray engelsiz yasam merkezi ((73 yasama birimi. 1 Ziyaret kabul. 1 yemekhane. 1 idari bina. 1 saglik b),al_Res ins Taah Tic Ve san Ltd sti &amp; burak gazi insith ihri mad Tic san Ltd sti is orta
104,2007_ankara_cankaya,ankara_cankaya,ankara,cankaya,12990000,9957588.42,,altyapi_sosyal,2007,6,%100,ankara cankaya Lise_24. cubuk Lise_16. etimesgut Lise_24. golbasi Lise_16. 300 kisilik pansiyon,ilgin ins ic ve dis Tic as
1,2007_ankara_cubuk,ankara_cubuk,ankara,cubuk,813500,623594.933,,bakim_onarim,2007,10,%100,ankara cubuk imam hatip Lisesi binasi onarimi,soykan inssanVe TicLdtsti
86,2007_ankara_elmadag,ankara_elmadag,ankara,elmadag,27590000,21149335.22,528,konut_sosyal_donati,2007,6,%100,ankara elmadag konut + Ticaret merkezi. ilkogretim 16. kres. cami,eryapi san ve Tic koll sti
95,2007_ankara_etimesgut,ankara_etimesgut,ankara,etimesgut,4799000,3678711.842,,altyapi_sosyal,2007,5,%100,ankara eryaman ilkogretim32. cami. spor salonu,sûra muh san Ve Tic as
89,2007_ankara_golbasi,ankara_golbasi,ankara,golbasi,57835000,44333881.93,984,konut_sosyal_donati,2007,7,%100,ankara golbasi orencik 2 bolge. ticaret merkezi,oz_kar ins Tic ve san as
91,2007_ankara_golbasi,ankara_golbasi,ankara,golbasi,42990000,32954328.42,456,konut_sosyal_donati,2007,8,%100,ankara golbasi orencik 3 bolge (ilkogretim_24. lise_32. ticaret merkezi. cami_sadirvan. saglik ocagi. kres. spor salonu),ilgin ins ic ve dis Tic as
219,2007_ankara_golbasi,ankara_golbasi,ankara,golbasi,36460000,27948704.68,664,idare_konut,2007,7,%100,ankara golbasi orencik 1bolge,yse yapi san Ve Tic as
95,2007_ankara_kalecik,ankara_kalecik,ankara,kalecik,5075000,3890281.85,112,konut_sosyal_donati,2007,11,%100,ankara kalecik konut+ticaret merkezi,merve ins Taah muh nakTic Ltd sti
81,2007_ankara_kizilcahamam,ankara_kizilcahamam,ankara,kizilcahamam,14715000,11279900.97,298,konut_sosyal_donati,2007,5,%100,ankara kizilcahamam konut + Ticaret merkezi. cami,Taskinlar ins Taah Ve Tic as
33,2007_ankara_mamak,ankara_mamak,ankara,mamak,8800000,6745710.4,176,kentsel_donusum,2007,5,%100,ankara mamak yatikmusluk 2 etap (kentsel yenileme),uc_as ins Turz Taah proj muh mus Ve Tic Ltd sti
112,2007_ankara_sincan,ankara_sincan,ankara,sincan,134000,102718.772,,altyapi_sosyal,2007,8,%100,ankara Temelli 720 konuta ait sivilastirilmis dogalgaz (Lng) sisteminin Tesisi isi yapim isi,huseyinTorun ins
203,2007_ankara_yenimahalle,ankara_yenimahalle,ankara,yenimahalle,19616000,15036801.73,426,idare_konut,2007,4,%100,ankara yukari yurtcu_kuyupinar (karayollari_Turkuaz) 2bolge,kalyon ins TicVe san as
607,2007_ankara_yenimahalle,ankara_yenimahalle,ankara,yenimahalle,2743000,2102668.594,,altyapi_sosyal,2007,5,%91,ankara demetevler Rehabilitasyon merkezi (120 kapasiteli),akva ins mad gida Teks hay med Tem Tic san Ltd sti
28,2007_antalya_merkez,antalya_merkez,antalya,merkez,17645000,13525915.91,448,kentsel_donusum,2007,1,%100,antalya merkez kepez 1bolge,ozsinan ins &amp; aytas cev sis ins ortak girisimi
212,2007_aydin_bozdogan,aydin_bozdogan,aydin,bozdogan,8984339,6887016.935,192,idare_konut,2007,6,%100,aydin bozdogan,biltur insTicsan TuryatVe isl Ltdsti
224,2007_aydin_karacasu,aydin_karacasu,aydin,karacasu,6394061,4901418.612,128,idare_konut,2007,12,%100,aydin karacasu konut + Ticaret merkezi,basyapi ins Taah Tur Ve dis Tic Ltd sti
63,2007_balikesir_bandirma,balikesir_bandirma,balikesir,bandirma,48725268,37350743.99,838,konut_sosyal_donati,2007,3,%100,balikesir bandirma kayacik konut + ilkogretim32. cami. saglik ocagi. Ticaret merkezi,age ins Ve Tic as
78,2007_balikesir_bandirma,balikesir_bandirma,balikesir,bandirma,23199000,17783379.04,412,konut_sosyal_donati,2007,5,%100,balikesir bandirma edincik konut + ilkogretim16. Ticaret merkezi. cami,alpan insTurzsanVe TicLtdstiis ortakligi
72,2007_balikesir_burhaniye,balikesir_burhaniye,balikesir,burhaniye,7836000,6006748.488,164,konut_sosyal_donati,2007,4,%100,balikesir burhaniye konut + Ticaret merkezi,kanyol ins as &amp; ozyarici ins san Ve Turz Tic Ltd stiis ortakligi
62,2007_balikesir_edremit,balikesir_edremit,balikesir,edremit,23799049,18243351.4,412,konut_sosyal_donati,2007,3,%100,balikesir edremit konut + ilkogretim 8. Ticaret merkezi. cami,maksem yapi ins san Ve Tic Ltd sti
213,2007_balikesir_gonen,balikesir_gonen,balikesir,gonen,8175000,6266611.65,176,idare_konut,2007,6,%100,balikesir _ gonen,kanyol ins as &amp; ozyarici ins san Ve Turz Tic Ltd stiis ortakligi
202,2007_balikesir_kepsut,balikesir_kepsut,balikesir,kepsut,7738000,5931625.804,176,idare_konut,2007,3,%100,balikesir kepsut,aybu inssanVe TicLtdsti
200,2007_bartin_merkez,bartin_merkez,bartin,merkez,17295000,13257620.61,206,idare_konut,2007,3,%100,bartin 2 bolge konut + ilkogretim24. Ticaret merkezi. cami,yse yapi san Ve Tic as
225,2007_bayburt_demirozu,bayburt_demirozu,bayburt,demirozu,3448000,2643091.984,80,idare_konut,2007,12,%100,bayburt _ demirozu 80 konut,Uma haf nak ins san Tic Ltd sti
47,2007_bilecik_merkez,bilecik_merkez,bilecik,merkez,9444042,7239405.947,188,alt_gelir,2007,4,%100,bilecik merkez (alt gelir) 188 konut + Ticaret merkezi. cami. kutuphane,gunes konut san Ve Tic Ltd sti
89,2007_bilecik_merkez,bilecik_merkez,bilecik,merkez,1474000,1129906.492,,altyapi_sosyal,2007,3,%100,bilecik 5 adet sevgi evi. 1 idari bina,eser orman urun gida san Tic Ltd sti
612,2007_bingol_karliova,bingol_karliova,bingol,karliova,8484000,6503478.072,,altyapi_sosyal,2007,7,%98,bingol karliova 50 yatakli devlet hastanesi,gungor Tarim ins san ve Tic as
