year,month,province,district,project_name,firm,category,order,completion,liras,houses
2010,8,bayburt,merkez,bayburt 50 yatakli kadin dogum ve cocuk hastaliklari hastanesi ile altyapi ve cevre duzenlemesi insaati,doruk yapi end. ve tic. a.s.,altyapi_sosyal,285,100,5840000,
2003,,bayburt,merkez,bayburt merkez singah mah.,ali acar ins.san. ve tic.ltd.sti.,idare_konut,14,100,4489000,144
2007,12,bayburt,demirozu,bayburt - demirozu 80 konut,uma haf. nak. ins. san. tic. ltd. sti.,idare_konut,226,100,3448000,80
2010,12,bayburt,merkez,"bayburt merkez sehit osman 340 adet yoksul konutu, ile altyapi ve cevre duzenlemesi isi",esta ins. san.tic.ltd.sti.,idare_konut,534,97,12276000,340
2012,5,bayburt,merkez,bayburt ili merkez ilcesi zahit mahallesi sosyal guvenlik kurumu (sgk) il mudurlugu binasi ile altyapi ve cevre duzenlemesi insaati isi,dogan karatas ins. taah. tekn. aras.gelistirme mad.enerji. uretim. tur. tic ve san. ltd. sti.,kamu_hizmet,12,100,2987000,
2014,11,bayburt,merkez,bayburt universitesi 2. etap 60 adet lojman insaati ile altyapi ve cevre duzenlemesi isi,seler taah. yapi. ins. san. ve tic. ltd. sti.,kamu_hizmet,34,100,8243000,60
2018,6,bayburt,merkez,bayburt ili merkez ilcesi hukumet konagi insaati ile altyapi ve cevre duzenlemesi isi,metin varlibas ins. taah. san. ve turz. yat. tic. ltd. sti. &amp;  bayburt oz-ka ins.ith. ihr. tic. ltd. sti. is ortakligi,kamu_hizmet,111,98,27969000,
2006,9,bayburt,merkez,"bayburt 1. bolge 36 adet konut, 24 adet dukkan ve 1 adet ticaret merkezi ile adaici, genel altyapi ve cevre duzenlemesi insaati yapim isi",eryapi ins. san.ve tic. a.s. &amp; bayburt ins. nak. san. ve tic. ltd. sti. is ortakligi,kentsel_donusum,26,100,9349260,36
2005,8,bayburt,merkez,"bayburt merkez konut + sosyal donati (ilkogretim24, ticaret, cami, sadirvan, bekci kulubesi)",bayburt ins. nak. san. ve tic. ltd. sti.,konut_sosyal_donati,25,100,9775000,128
2006,10,bayburt,merkez,"bayburt merkez sosyal donati (300 kisilik yurt, lise-24, spor salonu) + bayburt   merkez-gencosman 2. etap 120 konut gecekondu onleme (61 dukkan) + 1 celik kopru + bayburt-arpali 80 tarimkoy (ilkogretim-8)",eryapi ins. san.ve tic. a.s. &amp; bayburt ins. nak. san. ve tic. ltd. sti. is ortakligi,konut_sosyal_donati,48,100,24414000,
2019,12,bayburt,merkez,"bayburt ili merkez ilcesi singah mahallesi 263 adet konut, 1 adet ticaret  ve  1  adet  cami  insaatlari  ile  altyapi  ve  cevre  duzenlemesi  isi",hekimoglu grup ins. taah. mad. pet. oto. nak. turz. san. tic. a.s. &amp; yuksel hekimoglu insaat taah. ortak girisimi,konut_sosyal_donati,425,14,45789000,263
2021,4,bayburt,merkez,"bayburt ili merkez ilcesi kaleardi mahallesi 8 derslikli erdem bayazit iho, maden mahallesi 8 derslikli maden ilkokulu ve ortaokulu, aydintepe ilcesi aydintepe mahallesi 4 derslikli aydintepe iho insaati ile altyapi ve cevre duzenlemesi isi",,protokol_meb,34,,,
2007,4,bilecik,merkez,"bilecik merkez (alt gelir) 188 konut + ticaret merkezi, cami, kutuphane",gunes konut san. ve tic. ltd. sti.,alt_gelir,47,100,9444042,188
2007,3,bilecik,merkez,"bilecik 5 adet sevgi evi, 1 idari bina",eser orman urun. gida san. tic. ltd. sti.,altyapi_sosyal,90,100,1474000,
2013,6,bilecik,bozuyuk,bilecik bozuyuk dodurga mahallesi 1 adet 2 hekimli aile sagligi merkezi 1 adet eczane ile altyapi ve cevre duzenlemesi insaati isi,alba yildiz ins. muh. mad. tur. san. ve tic. ltd. sti.,altyapi_sosyal,491,100,545000,
2013,11,bilecik,merkez,bilecik 500 kisilik yurt binasi ile altyapi ve cevre duzenlemesi isi,hc mus. otomotiv ins. eml.tur. san. tic. ltd.sti. &amp; geskon ins. enj. san. tic.ltd. sti. is ortakligi,altyapi_sosyal,539,100,12150000,
2006,4,bilecik,pazaryeri,"bilecik pazaryeri sosyal donati ilkoretim okulu, ticaret merkezi, cami",cemal tartar,altyapi_sosyal,626,98,1643000,
2003,,bilecik,merkez,bilecik merkez 208 adet konut,inta muh. mim. ins. san. tic. ltd. sti.,idare_konut,15,100,5556000,208
2004,9,bilecik,bozuyuk,bilecik bozuyuk 288 konut insaati isi,lena ins. san. tur. tic. ltd. sti.,idare_konut,72,100,9913000,288
2005,9,bilecik,merkez,"bilecik merkez 2. etap 2. bolge + sosyal donati (ilkogretim24, cami, sadirvan, ticaret merkezi)",ser ins.ve tic.ltd.sti.,idare_konut,138,100,13668000,250
2006,11,bilecik,merkez,bilecik merkez istiklal mahallesi 2. etap 1. bolge,ser insaat tic. ltd.sti.,idare_konut,179,100,15400000,292
2006,12,bilecik,osmaneli,bilecik osmaneli 192 konut (112 altgelir) + ticaret merkezi,ipek ins.malz.san.ve tic.a.s &amp;cuhadaroglu ins.ve san.a.s is ortakligi,idare_konut,186,100,8904000,192
2010,3,bilecik,merkez,bilecik sosyal guvenlik kurumu binasi (sgk) insaati ile altyapi ve cevre duzenlemesi insaati isi,oncu ins.tes.ins.malz.gida san. ic dis tic.ltd.sti.,kamu_hizmet,68,93,3036716,
2014,9,bilecik,osmaneli,bilecik ili osmaneli ilcesi besevler 1'er adet 2 hekimli aile sagligi merkezi ve eczane insaatlari ile altyapi ve cevre duzenlemesi isi,doruk ins. san. ve tic. ltd. sti. &amp; mahmut civas civas mimarlik is ortakligi,kamu_hizmet,82,97,672000,
2013,6,bilecik,bozuyuk,"bilecik ili bozuyuk ilcesi 724 adet konut, 1'er adet 24 derslikli ilkogretim okulu, cami, ticaret merkezi, pazaryeri ilcesi gunyurdu koyu cami tamamlama ile altyapi ve cevre duzenlemesi insaati isi",oz oguz ins. tur. san. ve tic. ltd. sti. &amp; harun oguz is ortakligi,konut_sosyal_donati,266,100,49444000,724
2017,3,bilecik,osmaneli,"bilecik ili, osmaneli ilcesi,camiikebir mahallesi 100 adet konut ve 11 adet dukkan insaatlari ile altyapi ve cevre duzenlemesi isi",toklucu ins. san. ihr. ith. ve tic. ltd. sti. &amp; alper fazil baser - afb yapi peyz. taah. tic. is ortakligi,konut_sosyal_donati,308,100,16998000,100
2010,8,bilecik,merkez,"bilecik merkez 144 adet konut, pazaryeri ilcesi 36 konut, 1 adet sosyal tesis insaati ile altyapi ve cevre duzenlemesi isi",ipek ins. malz. san. tic. a.s.,konut_sosyal_donati,355,97,8149000,180
2020,10,bilecik,golpazari,bilecik ili golpazari ilcesi  resadiye mahallesi 177 konut insaati ile altyapi ve cevre duzenlemesi isi (e-ihale),,konut_sosyal_donati,466,,,177
2004,6,bilecik,pazaryeri,bilecik pazaryeri 122 adet konut insaati isi (tarimkoy),martas ulus.tas.ins.ve tic.ltd.sti.,tarimkoy,4,100,4352500,122
2018,2,bilecik,sogut,"bilecik ili sogut ilcesi kayhan mah.117 adet konut, 1 adet camii ve 1 adet bufe insaatlari ile altyapi ve cevre duzenlemesi isi
",ozfer ins. ve tic. ltd. sti.,talep_organizasyon,134,90,17399000,117
2003,,bingol,merkez,bingol (tobb) 480 adet konut insaati,yavuzlar nak.tur.ins.teks.san.ve tic.a.s.,afet_konutu,1,,,480
2003,,bingol,merkez,bingol merkez uydukent duzagac 3. bolge,altindag ins.taah.tic.ith.ihr.ltd.sti.,afet_konutu,2,100,8220000,224
2003,,bingol,merkez,bingol merkez uydukent duzagac 4. bolge,tepe ins.san.a.s.,afet_konutu,3,100,10562010,288
2003,,bingol,genc,bingol genc yenisehir  1. bolge,sura muhendislik san. ve tic. a.s.,afet_konutu,4,100,4134240,80
2003,,bingol,genc,bingol genc yenisehir  2. bolge,ermit muhendislik ins. san. ve tic. ltd. sti.,afet_konutu,5,100,2933000,112
2003,5,bingol,merkez,bingol merkez uydukent duzagac 1. bolge,turan hazinedaroglu ins.tic.a.s.,afet_konutu,15,100,17293108,448
2003,5,bingol,merkez,bingol merkez uydukent duzagac 2. bolge,baytur ins.taah.a.s.,afet_konutu,16,100,14028592,368
2003,8,bingol,merkez,bingol 1. bolge ekinyolu,ictas ins.san.ve tic.a.s.,afet_konutu,17,100,7919477,208
2003,,bingol,merkez,bingol 7. bolge ilkogretim okulu ve spor salonu insaati,intim ins.tic.mus.ltd.sti.,altyapi_sosyal,4,100,2168596,
2003,,bingol,merkez,bingol 8. bolge lise ve carsi insaati,girisimciler ins.san.ve tic.a.s.,altyapi_sosyal,5,100,1687223,
2003,,bingol,merkez,bingol genel altyapi insaati,ekit ins.san. ve tic.a.s.,altyapi_sosyal,6,100,3440150,
2003,,bingol,merkez,bingol uydukent telekom santral binasi ve altyapi insaati,onal ins.taahut turz.nak.pet.san.tic.ltd.sti.,altyapi_sosyal,7,100,209000,
2003,,bingol,merkez,bingol kalici deprem konutlari bolgesi aritma binasi celik cati ve uydukent bolgesine ait yagmursuyu ve aritilmis atik suyu desarj isi,ekit ins.taah.turz.nak.pet.san.tic.ltd.sti.,altyapi_sosyal,8,100,290000,
2003,,bingol,merkez,bingol uydukent paket atiksu aritma insaati,ekit ins.san. ve tic. as,altyapi_sosyal,15,100,745950,
2004,6,bingol,merkez,bingol toplu konut alani ve adaici altyapi insaati isi,onal ins.taahut turz.nak.pet.san.tic.ltd.sti.,altyapi_sosyal,24,100,516000,
2005,6,bingol,merkez,bingol uydukent cami,oz akkuslar ins.san. tic. ltd.sti.,altyapi_sosyal,46,100,440000,
2007,7,bingol,solhan,bingol solhan 50 yatakli devlet hastanesi,gungor tarim ins. san ve tic. a.s.,altyapi_sosyal,112,100,7900000,
2009,10,bingol,merkez,"bingol merkez yenisehir mahallesinde 16 derslikli lise ve 200 kisilik pansiyon, saray mahallesinde 32 derslikli lise insaatlari ile altyapi ve cevre duzenlemesi isleri",balkent ins.ith.ihr.tic.ltd.sti.,altyapi_sosyal,223,100,8480000,
2009,10,bingol,genc,bingol genc 50 yatakli devlet hastanesi ve lojman insaati isi,zek-san ins.tic ve san. ltd.sti.,altyapi_sosyal,225,100,5940000,
2010,4,bingol,merkez,bingol 200 yatakli devlet hastanesi,ensariogullari ins.taah. tic.a.s.,altyapi_sosyal,267,100,32905000,
2010,9,bingol,adakli,bingol adakli 20 yatakli entegre devlet hastanesi altyapi ve cevre duzenlemesi isi,akdemir ins. ith. ihr. mad. tic. san. ltd. sti. &amp; oba turz. ins. san. ve tic. ltd. sti. is ortakligi,altyapi_sosyal,294,100,2850000,
2011,2,bingol,genc,bingol genc 1 adet 24 derslikli imam hatip lisesi ile altyapi ve cevre duzenlemesi insaati isi,fatih aktay ins. muh. mus. mad. tic. san. ltd. sti.,altyapi_sosyal,305,100,2938000,
2011,11,bingol,genc,bingol ili genc ilcesi 1 adet 16 derslikli anadolu lisesi insaati ile altyapi ve cevre duzenlemesi isi,balkent ins. ith. ihr. tic. ve san. ltd. sti.,altyapi_sosyal,369,100,2760000,
2012,5,bingol,solhan,"bingol ili solhan ilcesi 16 derslikli meslek lisesi, 3 adet atolye ve 1 adet 300 kisilik pansiyon insaatlari ile altyapi ve cevre duzenlemesi isi",devran ins. teks. oto. kuym. day tuk. mal. ith. ihr. tic. ve san. ltd.sti. &amp; yek grup yapi ins. taah,altyapi_sosyal,414,100,8112000,
2012,6,bingol,merkez,bingol ili merkez ilce kultur mah. zihinsel ogrenme yetersizligi olan cocuklar okulu insaati ile altyapi ve cevre duzenlemesi isi,ozkan budus,altyapi_sosyal,423,100,1912000,
2013,6,bingol,karliova,"bingol karliova viransehir 1'er adet 2 hekimli aile saglik merkezi ve eczane, mus mercimekkale 1'er adet 3 hekimli aile saglik merkezi ve eczane, ile altyapi ve cevre duzenlemesi insaati isi",zulfu levent,altyapi_sosyal,496,100,1095000,
2013,9,bingol,adakli,bingol ili adakli ilcesi merkez mahallesi 1'er adet 16 derslikli anadolu lisesi ve 200 ogrencilik pansiyon insaatlari ile altyapi ve cevre duzenlemesi isi,devran ins. tekstil oto. kuy. tic. ve san. ltd. sti. &amp; gelisim muh. orhan gunerigok is ortakligi,altyapi_sosyal,519,100,7000000,
2014,1,bingol,merkez,bingol ili merkez ilcesi saray mahallesi 98 adet (hait) ile altyapi ve cevre duzenlemesi insaati isi,artes petrokimya ins.san.tic.ltd.sti. &amp; devran ins.tekstil day.tuk.mal.tic.san.ltd.sti. is ortakligi,altyapi_sosyal,554,100,9782000,98
2007,7,bingol,karliova,bingol karliova 50 yatakli devlet hastanesi,gungor tarim ins. san ve tic. a.s.,altyapi_sosyal,641,98,8484000,
2008,5,bingol,merkez,"bingol uydukent toplu konut alani camii ikmal insaati- karliova ilcesi ticaret merkezi, cami",umut ins. tic. turz. san. ltd. sti.,altyapi_sosyal,649,91,975000,
2014,9,bingol,merkez,bingol ili merkez ilcesi guvecli koyu 1 adet 32 derslikli ilkogretim okulu insaati ile altyapi ve cevre duzenlemesi isi,,altyapi_sosyal,867,,,
2005,10,bingol,karliova,bingol karliova (afet),gul hasan atli ins.tic.ltd.sti,idare_konut,146,100,8130000,224
2008,3,bingol,merkez,bingol merkez saray mah. (egm),dogcan ins.taah.is mak.orj.yed.san. ve tic. ltd. sti.,idare_konut,234,100,19284000,336
2012,5,bingol,genc,bingol ili genc ilcesi guvencli koyu 612 adet konut ile altyapi ve cevre duzenlemesi insaati isi,dibay ins.tur.muh. nak.san. ltd.sti. &amp; yeni fidan ins. pet. is mak. san. ltd. sti. is ortakligi,idare_konut,354,100,31288000,612
2013,5,bingol,merkez,"bingol 1. etap 713 adet konut, 1’er adet belediye sosyal tesis, belediye hizmet, misafirhane, cami, idari, lojman, ambar, mescid, yikama yaglama, giris kontrol, su deposu, jenerator, kazan dairesi, tuz deposu, buyuk sundurma, kucuk sundurma binalarinin yapimi ile altyapi ve cevre duzenlemesi insaati isi",kayasan yapi ins. ltd. sti. &amp; yeni fidan ins. ltd. sti. &amp; dibay ins. muh telekom tic. ltd. is ortak.,idare_konut,384,100,74348000,713
2013,5,bingol,merkez,"bingol merkez inonu mahallesi 2. etap 620 adet konut, 32 derslikli ilkogretim okulu, terminal binasi ile altyapi ve cevre duzenlemesi insaati isi",erhan ozhan &amp; erme ins. san. ve tic. ltd. sti. is ortakligi,idare_konut,385,100,56700000,620
2010,2,bingol,merkez,"bingol merkez saray mahallesi 256 adet konut, 1 adet sosyal tesis, ada ici ve genel altyapi ile cevre duzenlemesi insaati isi",or yapi san.ve tic.ltd.sti. &amp; turkmenler ins.san.ve tic.ltd.sti. is ort.,idare_konut,523,99,8640000,256
2020,10,bingol,merkez,bingol ili merkez ilcesi kultur mahallesi 1172 adet konut ve 196 adet dukkan insaati ile altyapi ve cevre duzenlemesi isi,,idare_konut,696,,,1172
2015,1,bingol,solhan,bingol ili solhan ilcesi hazarsah koyu 2 hekimlik aile sagligi merkezi ve 1 adet eczane ile altyapi ve cevre duzenlemesi insaati isi,baltaci ins. nak. elekt. tic. ve san. ltd. sti.,kamu_hizmet,37,100,618000,
2015,6,bingol,merkez,"bingol merkez ekinyolunda 1'er adet 16 ders. endustri meslek lisesi, 200 ogrencilik pansiyon, spor salonu, motor araclari teknolojisi atolyesi, tesisat teknolojisi atolyesi, insaat teknolojisi atolyesi insaatlari ile altyapi ve cevre duzenlemesi isi",gokkusagi mak. iml. oto. ins. ith. ihr. tic. san. ltd. sti. &amp; yek grup ins. tic. a.s. is ortakligi,kamu_hizmet,87,96,13100000,
2019,4,bingol,merkez,bingol ili merkez  hukumet konagi insaati ile altyapi ve cevre duzenlemesi isi,mep gayrimenkul ins. a.s. &amp; efferent ins. a.s. is ortakligi,kamu_hizmet,117,83,34311000,
2009,10,bingol,merkez,"bingol merkez guvencli koyu 388 adet konut,  16 derslikli ilkogretim okulu, cami ve ticaret merkezi ile  adaici, genel altyapi ve cevre duzenlemesi insaati isleri",ozensan muh. taah. turz. tar. hayv. san ve tic. a.s. &amp; yilkanur ins.san ve tic.ltd.sti. is ort.,konut_sosyal_donati,183,100,24300000,388
2019,10,bingol,merkez,bingol ili adakli ilcesi merkez mahallesi 96 adet konut insaati ile altyapi ve cevre duzenlemesi isi,oz cankaya otomotiv telekomunikasyon ins. gida sosyal hiz. ith. ihr. san. tic. ltd. sti.,konut_sosyal_donati,415,50,20500000,96
2020,12,bingol,yedisu,"bingol ili, yedisu ilcesi, merkez mahallesi 108 adet konut , 1 adet 3 dukkanli ticaret merkezi insaati ile altyapi ve cevre duzenlemesi isi",zeki cavli,konut_sosyal_donati,477,0,23460000,108
2005,9,bingol,kigi,bingol kigi yazgunu (tarimkoy),umut ins. tic. turz. san. ltd. sti.,tarimkoy,29,99,2660000,89
2020,8,bingol,genc,"bingol ili, genc ilcesi, yenisehir mahallesi millet bahcesi ve millet bahcesine ait sosyal donatilar insaatlari ile altyapi ve cevre duzenlemesi isi (e- ihale)
",remzi aric &amp; gelen insaat otomotiv gida ve. orm. urn. it. ihr. tic. ltd. sti. is ortakligi,millet_bahcesi,45,13,12750000,
2007,9,bingol,merkez,"bingol-merkez-uydukent+sd.,-genc (2208)",yuksel proje uluslararasi a.s.,danismanlik_hizmetleri,1,100,2485000,
2011,7,bitlis,guroymak,"bitlis ili guroymak ilcesi 192 adet yoksul konutu, 1 adet sosyal tesis, 1 adet cami, 1 adet bufe, mutki ilcesi 1 adet cami  ile altyapi ve cevre duzenlemesi insaati isi",ilkyapi ins. tic. ltd. sti. &amp; yucel yagci is ort.,alt_gelir,98,96,6650000,192
2005,6,bitlis,merkez,"bitlis rahva sosyal donati (ilkogretim16, saglik ocagi, ticaret merkez, cami subasmani, sadirvan)",barsa ins. tic. ltd. sti.,altyapi_sosyal,48,100,1783000,
2008,4,bitlis,merkez,bitlis 150 yatakli devlet hastanesi ek bina,pekhan ins. ve tic. koll. sti.,altyapi_sosyal,134,100,18800000,
2009,7,bitlis,merkez,bitlis ili rahva ilcesi 1 adet cami tamamlama insaati isi,pekhan ins. tic.kol.sti.,altyapi_sosyal,204,100,250000,
2010,12,bitlis,adilcevaz,"bitlis ili adilcevaz ilcesi; alacatli mahallesi cami, ataturk mahallesi toplum merkezi ile altyapi ve cevre duzenlemesi insaati isi",sar-yapi ins. san. tic. ltd. sti.,altyapi_sosyal,301,100,1658000,
2011,1,bitlis,mutki,"bitlis mutki pinarbasi mah. 1 adet 16 derslikli lise, 1 adet spor salonu insaatlari ile altyapi ve cevre duzenlemesi isi",zeyneddin geylani,altyapi_sosyal,304,100,3099000,
2011,5,bitlis,tatvan,bitlis tatvan 400 yatakli devlet hastanesi insaati isi,ilgin ins. ic ve dis tic. a.s.,altyapi_sosyal,312,100,47910000,
2012,5,bitlis,merkez,"bitlis il ozel idaresi hizmet binasi ve ek binalari, ticaret merkezi, 24 daireli lojman insaatlari ile altyapi ve cevre duzenlemesi isi",rit ins. tibbi cih.san. tic.&amp; ozgunsan yapi proje mim. san. ltd. &amp; adabag yapi san. is ortakligi,altyapi_sosyal,409,100,43613000,24
2005,11,bitlis,merkez,"bitlis rahva polis okulu, 500 kisilik yurt binasi,  1 adet mini futbol sahasi",on-ba ins. nak. taah. ith .ihr. san. ve tic. ltd. sti.,altyapi_sosyal,624,97,7389000,
2010,4,bitlis,tatvan,"bitlis ili tatvan ilcesi 264 ada 2 parsel 24 derslikli lise, merkez ilcesi devrice mevkii 371 parselde 24 derslikli lise, 300 kisilik pansiyon, rahva 300 kisilik pansiyon 24 ders lise insaati isi ile altyapi ve cevre duzenlemesi insaati isi",adiguzeller ins. taah. san. tic. ltd. sti &amp; gaziantep gold yapi ins.taah.san ve tic.ltd.sti. is ort.,altyapi_sosyal,697,95,12919000,
2011,1,bitlis,merkez,bitlis rahva genel altyapi ve park alani insaati isi,cam muh. - cerkez cam.,altyapi_sosyal,707,98,5300000,
2003,,bitlis,merkez,bitlis merkez rahva 1. etap,barsa ins. tic. ltd. sti.,idare_konut,16,100,8600000,288
2003,,bitlis,tatvan,bitlis tatvan karsiyaka mah.,pekhan ins.tic.kol.sti.,idare_konut,17,100,8000000,256
2004,5,bitlis,ahlat,"bitlis ahlat  erkizan (108), tunus mah (112)",ser insaat tic. ltd.sti.,idare_konut,65,100,7555000,220
2007,7,bitlis,tatvan,bitlis tatvan 2.etap,husamettin peker insaat,idare_konut,219,100,18120000,272
2010,9,bitlis,hizan,"bitlis hizan 104 adet konut ile ada ici, genel altyapi ve cevre duzenlemesi insaati isi",vedu ins. taah. tic. ltd.sti. &amp; leda yapi ve proje taah.ltd.sti. is ort.,idare_konut,527,98,5300000,104
2019,12,bitlis,ahlat,bitlis ili ahlat ilcesi tunus mahallesi 159 adet konut  insaati ile altyapi ve cevre duzenlemesi isi,mm ickale ins. tarim tem. gida san. ve tic. ltd. sti. &amp; ejder oruc ins. turizm petrol urunleri ic ve dis tic. ltd. sti. is ortakligi,idare_konut,641,56,38678000,159
2020,4,bitlis,merkez,"bitlis ili, merkez ilcesi besminare mahallesi 2 etap 190 adet konut insaati ile altyapi ve cevre duzenlemesi isi",akzemin muh. a.s. &amp; memsan enerji ins. san. ve tic. a.s. is ortakligi,idare_konut,655,37,35390000,190
2010,7,bitlis,adilcevaz,"bitlis ili adilcevaz ilcesi 24 derslikli ilkogretim okulu, bitlis 120 kisilik ogretmenevi ile altyapi ve cevre duzenlemesi insaati isi",cam muh.-cerkez cam,konut_sosyal_donati,210,100,7280000,
2010,8,bitlis,mutki,bitlis mutki 128 adet konut  1'er adet sosyal tesis ve bufe insaatlari ile altyapi ve cevre duzenlemesi isi,mehmet kartal ve gaziantep gold yapi ins. taah. san. tic. ltd. sti. is ortakligi,konut_sosyal_donati,213,100,5663000,128
2011,4,bitlis,ahlat,"bitlis ili ahlat ilcesi 72 adet konut, 1 adet cami, 1 adet bufe, erzikan 1 adet cami, rahva ilcesi 1 adet 32 derslikli ilkogretim okulu insaatlari ile altyapi ve cevre duzenlemesi isi",serdar tan - tan muh. &amp; karalar ins. tur. san. ve tic. ltd. sti. is ort.,konut_sosyal_donati,231,100,14338000,72
2012,4,bitlis,merkez,"bitlis ili besminare mahallesi 924 adet konut, 1'er adet 32 derslikli ilkogretim okulu, 32 derslikli lise, kultur merkezi, cami, kres, ticaret merkezi, altyapi ve cevre duzenlemesi insaati isi",en-sa yapi ve ins. tur. nak. gida san. a.s.&amp; demars ins. tur. tic. ltd. sti. is ortakligi,konut_sosyal_donati,245,100,67000000,924
